,Frame,Pelvis x,Pelvis y,Pelvis z,L5 x,L5 y,L5 z,L3 x,L3 y,L3 z,T12 x,T12 y,T12 z,T8 x,T8 y,T8 z,Neck x,Neck y,Neck z,Head x,Head y,Head z,Right Shoulder x,Right Shoulder y,Right Shoulder z,Right Upper Arm x,Right Upper Arm y,Right Upper Arm z,Right Forearm x,Right Forearm y,Right Forearm z,Right Hand x,Right Hand y,Right Hand z,Left Shoulder x,Left Shoulder y,Left Shoulder z,Left Upper Arm x,Left Upper Arm y,Left Upper Arm z,Left Forearm x,Left Forearm y,Left Forearm z,Left Hand x,Left Hand y,Left Hand z,Right Upper Leg x,Right Upper Leg y,Right Upper Leg z,Right Lower Leg x,Right Lower Leg y,Right Lower Leg z,Right Foot x,Right Foot y,Right Foot z,Right Toe x,Right Toe y,Right Toe z,Left Upper Leg x,Left Upper Leg y,Left Upper Leg z,Left Lower Leg x,Left Lower Leg y,Left Lower Leg z,Left Foot x,Left Foot y,Left Foot z,Left Toe x,Left Toe y,Left Toe z
0,0,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.19154986656494,-0.0713457276640045,0.226942453028128,0.365323988395082,-0.12832855337012,0.219087514082546,0.0366123543317381,-0.225696481400907,-0.426991267273946,-0.087583461895584,-0.135439653787084,-0.156779004474015,-0.087583461895584,-0.135439653787084,-0.156779004474015,0.671618945658604,0.193307953898023,-0.0201367113015225,0.0018121222501318,0.123927647298868,-0.285192548671616,-0.0648644616224948,0.228256105640126,-0.118515968430708,-0.0648644616224948,0.228256105640126,-0.118515968430708
1,1,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.0584166667046832,-0.0258958533375105,-0.287022883752192,-0.259949462084847,0.484384085926991,0.139890910375253,0.119836960117574,0.0768336643948936,0.617092333168734,0.465097405583184,-0.030775423210202,0.0461213612361426,0.465097405583184,-0.030775423210202,0.0461213612361426,0.113517455279067,0.460141558716564,0.102187227066177,-0.123666373405838,0.524602455466204,0.370683342858084,-0.1485656415395,0.169799272848058,0.00312711270282883,-0.1485656415395,0.169799272848058,0.00312711270282883
2,2,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.190110382108364,0.784140469340716,0.578055112327211,0.447248641911792,-0.520810979554002,0.529974183127431,-0.103846009520071,-0.121077776997116,1.24950099562173,-0.259095503511664,-0.253607168706016,0.139730584379135,-0.259095503511664,-0.253607168706016,0.139730584379135,-0.113508844030271,-0.460139276995006,-0.10238495741066,0.117684006645914,-0.364244360344593,-1.13896483922486,0.432769986266536,-0.0974970531769362,0.19413593978478,0.432769986266536,-0.0974970531769362,0.19413593978478
3,3,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,-0.252419697990915,0.901401211249547,-0.163030211440211,0.273949381270983,-0.0562223879018029,0.0274666648107224,0.597320305813167,-0.703064872029376,1.08515385927943,0.162419342990349,0.354349386190176,-0.0506281966215899,0.162419342990349,0.354349386190176,-0.0506281966215899,-0.148002310226754,0.657128790626021,0.202293967242314,-0.0749110778759482,-1.04652466711113,-0.386057065301706,-0.228014138424436,-0.0258985505433611,0.0569957980686561,-0.228014138424436,-0.0258985505433611,0.0569957980686561
4,4,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.383622576809461,0.711986884311515,0.80573814150199,0.276593822680488,-0.00250677110572774,0.170633799976639,0.246322453053404,0.77306348031522,1.1391467223011,0.387056320107075,-0.402509729082589,-0.356891327829772,0.387056320107075,-0.402509729082589,-0.356891327829772,-0.471896774498489,0.0559147515148191,-0.17502379910455,0.469094161965148,-0.104114981050946,-0.901018398653741,0.111386049300178,0.0704098991805616,-0.497362195115556,0.111386049300178,0.0704098991805616,-0.497362195115556
5,5,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,0.0561190849451112,1.00789723478925,0.0266528569665861,-0.373890430943739,-0.192194560311759,-0.100348897530041,-0.0874158512084807,0.164732546847846,1.05182925868992,-0.383806687518975,-0.498563625714545,0.0865229868242863,-0.383806687518975,-0.498563625714545,0.0865229868242863,-2.00653669555427,0.120536811187451,0.121242521173965,-0.402887553338838,-0.884080555822132,-0.798604630384122,0.742780967748512,-0.848957778076071,-0.0155406835595866,0.742780967748512,-0.848957778076071,-0.0155406835595866
6,6,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,0.307565144158947,0.408167274378515,0.976194099647946,1.22401985153786,0.879604972023975,0.51756671453448,0.170944635477643,-0.0178270746853015,0.0163666775801381,-0.112131072034863,-0.328132228133894,0.310934673871006,-0.112131072034863,-0.328132228133894,0.310934673871006,-1.00342211118894,-0.25090101792506,-0.0347411180160337,0.186815808514514,0.310528971390706,0.102778038454223,0.380783938080437,-0.281191693955458,-0.127963501791326,0.380783938080437,-0.281191693955458,-0.127963501791326
7,7,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,0.558614935134371,0.0608496279197724,0.703068801566332,1.13447666652908,1.11105032425474,-0.222391735339521,0.199660778457875,-0.53195702113812,-2.3799298946275,-0.34603474317787,-0.389246825174273,-0.0172152662751632,-0.34603474317787,-0.389246825174273,-0.0172152662751632,-0.617642735099385,-0.0958652379113308,0.437705587376082,-0.250115659370397,0.863602314932363,1.16897127262613,0.282224100056,-0.763485399105618,0.166083034221109,0.282224100056,-0.763485399105618,0.166083034221109
8,8,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,-0.3647171897858,-0.68678502911179,-0.0405391688256311,1.99912814757587,2.06700867475554,0.910372344009033,0.00543509461438489,-0.312293467417937,-2.11950323347539,-0.333311856142538,-0.472568855870668,0.346964195341218,-0.333311856142538,-0.472568855870668,0.346964195341218,-0.401985837161279,-0.312087486460059,-0.210205605413547,0.797039712674853,-0.267048791385455,-0.488121322802392,-0.434960966532812,-0.738198843755773,-0.224942333392594,-0.434960966532812,-0.738198843755773,-0.224942333392594
9,9,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,0.039833292776523,-0.679213664000671,0.56777734541193,3.57587711048775,2.33732472917205,1.33765224677209,-0.0898201639530227,-5.19656202870379,1.26038804190684,-0.741511826466331,-0.80474351555529,-0.294901323244874,-0.741511826466331,-0.80474351555529,-0.294901323244874,-0.0698977944056808,0.367743698722474,0.0358111949250089,0.897237399569644,-0.683684049983037,-2.30742829943973,0.137625234633902,-0.730966214013904,0.101456076895838,0.137625234633902,-0.730966214013904,0.101456076895838
10,10,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,0.599579377068879,-1.47372114390218,0.918903367406098,5.85537216270921,4.56143466583416,0.894030013947842,-5.34779373379549,-13.8179154056505,11.3110354292255,-0.679898295367563,-2.42800313045501,0.0349176900328073,-0.679898295367563,-2.42800313045501,0.0349176900328073,-0.480043786814903,-0.0227828460698047,-0.0435943980166897,0.860712137768172,-0.318692008310454,-5.1498801823467,-0.22217444686532,-1.13614340963808,-0.109547187835927,-0.22217444686532,-1.13614340963808,-0.109547187835927
