,Frame,T8_Head Lateral Bending,T8_Head Axial Bending,T8_Head Flexion/Extension,T8_LeftUpperArm Lateral Bending,T8_LeftUpperArm Axial Bending,T8_LeftUpperArm Flexion/Extension,T8_RightUpperArm Lateral Bending,T8_RightUpperArm Axial Bending,T8_RightUpperArm Flexion/Extension,Pelvis_T8 Lateral Bending,Pelvis_T8 Axial Bending,Pelvis_T8 Flexion/Extension,Vertical_Pelvis Lateral Bending,Vertical_Pelvis Axial Bending,Vertical_Pelvis Flexion/Extension,Vertical_T8 Lateral Bending,Vertical_T8 Axial Bending,Vertical_T8 Flexion/Extension
0,767,0,0,0,89.9988019142097,0.001443906022778,-0.0109539486692618,90.0011980857903,0.00144390602278053,0.0109539486692671,0,0,0,-4.41612629395349,0.319335794640009,4.13856481525602,-4.41612629395349,0.319335794640005,4.13856481525603
1,768,0,0,0,89.9981548863197,0.00134191518789736,-0.0104968496152531,90.0018451136803,0.0013419151878982,0.0104968496152568,0,0,0,-4.39432731818168,0.314662402895104,4.09823758648206,-4.39432731818168,0.314662402895101,4.09823758648207
2,769,0,0,0,89.9978229062024,0.000973279006219275,-0.00993603955501312,90.0021770937976,0.000973279006217029,0.00993603955501368,0,0,0,-4.36571562368485,0.310156538203659,4.06607462324862,-4.36571562368485,0.31015653820368,4.06607462324862
3,770,0,0,0,89.9975434054955,0.000801475053444198,-0.00921685897949318,90.0024565945045,0.000801475053447713,0.00921685897950429,0,0,0,-4.33079581649671,0.305555793711949,4.03813626888794,-4.33079581649671,0.305555793711942,4.03813626888794
4,771,0,0,0,89.9972159540692,0.00082471449323685,-0.00814880482995929,90.0027840459308,0.000824714493237132,0.00814880482995844,0,0,0,-4.2880576526951,0.300519045253047,4.0112610017367,-4.2880576526951,0.300519045253041,4.0112610017367
5,772,0,0,0,89.9972347217369,0.000440539963796794,-0.00760878002799744,90.0027652782631,0.000440539963792998,0.00760878002800067,0,0,0,-4.24537076127109,0.296155159453665,3.99287725641842,-4.2453707612711,0.296155159453662,3.99287725641841
6,773,0,0,0,89.9972317902175,0.000280820699220476,-0.00645433197632913,90.0027682097825,0.000280820699223568,0.00645433197633278,0,0,0,-4.2010310609346,0.292038016921511,3.97905369013711,-4.20103106093459,0.292038016921518,3.97905369013711
7,774,0,0,0,89.9969022648923,0.000219900126126172,-0.00511920759320394,90.0030977351077,0.00021990012612519,0.00511920759320492,0,0,0,-4.14830543759974,0.287579981828293,3.96827430532505,-4.14830543759974,0.287579981828293,3.96827430532505
8,775,0,0,0,89.9966251755797,0.000212758816133586,-0.00368920679755052,90.0033748244203,0.000212758816132462,0.00368920679755052,0,0,0,-4.08845773982621,0.282801867066496,3.95964891252054,-4.08845773982621,0.282801867066493,3.95964891252053
9,776,0,0,0,89.9964589171161,0.000253522381642427,-0.00217483562398809,90.0035410828839,0.000253522381644395,0.00217483562399793,0,0,0,-4.02354863991386,0.277783633883991,3.95232994427809,-4.02354863991386,0.277783633883995,3.95232994427809
10,777,0,0,0,89.996659972424,0.000321267209621139,-0.00110344205698821,90.003340027576,0.00032126720962114,0.00110344205699102,0,0,0,-3.96144976103519,0.272983636102402,3.94510708919205,-3.9614497610352,0.272983636102402,3.94510708919205
11,778,0,0,0,89.9970775081479,0.000254722204868387,-0.000453321914602578,90.0029224918521,0.00025472220486923,0.00045332191460792,0,0,0,-3.90671218614442,0.26885681262827,3.94007077423647,-3.90671218614442,0.268856812628266,3.94007077423648
12,779,0,0,0,89.9975415561525,-2.08029574994156e-05,-0.000166231198265936,90.0024584438475,-2.08029575008212e-05,0.000166231198267342,0,0,0,-3.86056034592447,0.265717417646527,3.94075976040482,-3.86056034592447,0.265717417646527,3.94075976040482
13,780,0,0,0,89.998120359095,-0.00055394461581307,-0.000357086232259142,90.001879640905,-0.000553944615813351,0.000357086232258298,0,0,0,-3.8259253555147,0.264040472081422,3.95146262526265,-3.8259253555147,0.264040472081429,3.95146262526265
14,781,0,0,0,89.9987103642338,-0.00103804876068693,-0.000805129416200226,90.0012896357662,-0.00103804876068665,0.000805129416202194,0,0,0,-3.80322968114275,0.263741470854015,3.97064203870501,-3.80322968114275,0.263741470854026,3.97064203870501
15,782,0,0,0,89.9990380703889,-0.00136163633695044,-0.00133776148678053,90.0009619296111,-0.00136163633695072,0.00133776148678081,0,0,0,-3.78728247259387,0.264246531799193,3.99508587890383,-3.78728247259386,0.2642465317992,3.99508587890383
16,783,0,0,0,89.9993064158191,-0.00141549517566958,-0.00170442699721095,90.0006935841809,-0.00141549517566817,0.00170442699721742,0,0,0,-3.7768807238097,0.265147138191442,4.01981498636281,-3.77688072380969,0.265147138191435,4.0198149863628
17,784,0,0,0,89.9994629196226,-0.00156806046669221,-0.00198699044141863,90.0005370803774,-0.00156806046669052,0.00198699044142145,0,0,0,-3.76976340614682,0.266444164988157,4.04717311786185,-3.76976340614682,0.266444164988157,4.04717311786185
18,785,0,0,0,89.9996720347872,-0.00140210404886278,-0.00219006102614738,90.0003279652128,-0.0014021040488611,0.00219006102614963,0,0,0,-3.76693532405795,0.2677961049385,4.07081119939762,-3.76693532405794,0.267796104938503,4.07081119939762
19,786,0,0,0,89.999768628689,-0.0012904591328394,-0.00276699240610669,90.000231371311,-0.00129045913283349,0.00276699240611146,0,0,0,-3.76663984648216,0.269142768354522,4.09163954395286,-3.76663984648215,0.269142768354516,4.09163954395286
20,787,0,0,0,90.0000038949552,-0.000722931084423265,-0.00303526235875124,89.9999961050448,-0.000722931084419047,0.00303526235875602,0,0,0,-3.7712159414227,0.270082093008229,4.10093906793311,-3.7712159414227,0.270082093008229,4.10093906793311
21,788,0,0,0,90.0001135171479,-0.000402907569917107,-0.00328694690215213,89.999886482852,-0.000402907569918793,0.00328694690215269,0,0,0,-3.77804701006858,0.27078105484856,4.10410209231966,-3.77804701006858,0.27078105484856,4.10410209231966
22,789,0,0,0,90.0004228810755,-0.000352402594186306,-0.00350406289132031,89.9995771189245,-0.000352402594186867,0.00350406289132706,0,0,0,-3.79126105803751,0.271874049584248,4.10626810861246,-3.79126105803751,0.271874049584248,4.10626810861246
23,790,0,0,0,90.0005391671442,-0.00010957182821042,-0.00354328497283217,89.9994608328558,-0.000109571828212387,0.00354328497283695,0,0,0,-3.80649108064146,0.272791367903307,4.10358530713558,-3.80649108064146,0.272791367903302,4.10358530713559
24,791,0,0,0,90.0002859272126,-7.71017582130407e-05,-0.00330403700201592,89.9997140727873,-7.71017582158512e-05,0.00330403700202267,0,0,0,-3.81617430471243,0.273303945878622,4.10082852558629,-3.81617430471242,0.273303945878614,4.10082852558629
25,792,0,0,0,90.000425899817,-0.000646338294959474,-0.00316292570557509,89.999574100183,-0.000646338294960035,0.00316292570557734,0,0,0,-3.82884616362489,0.274798562307614,4.10958332216846,-3.82884616362489,0.27479856230762,4.10958332216846
26,793,0,0,0,90.0005310132894,-0.0013937878692917,-0.00289157405134454,89.9994689867106,-0.0013937878692872,0.00289157405134398,0,0,0,-3.84326221580907,0.277404138754249,4.13298283446057,-3.84326221580907,0.277404138754249,4.13298283446057
27,794,0,0,0,90.0004113177174,-0.00189499758801313,-0.00243330611273982,89.9995886822826,-0.001894997588012,0.00243330611274207,0,0,0,-3.85464918967519,0.280461565413195,4.16621291178082,-3.85464918967519,0.280461565413195,4.16621291178082
28,795,0,0,0,90.0001013432829,-0.00198864836344844,-0.00165347448823334,89.9998986567171,-0.00198864836345012,0.00165347448823222,0,0,0,-3.85887969819647,0.283167613750064,4.20184966724055,-3.85887969819647,0.283167613750064,4.20184966724055
